craft_id,craft_name,category,material_cost,labor_hours,weight_kg,is_gi_tagged,complexity_score,artisan_experience_years,texture_roughness_index,organic_dye_purity,is_genuine_handmade,sample_dialect_phrase,protected_artisan_wage,fair_market_price
SIH-CRAFT-1127,Zari Zardozi Embroidery,Zari Embroidery,1001.45,22.7,0.95,0,4,23,0.777,0.92,1,जरदोज़ी का काम,5180.1,8345.09
SIH-CRAFT-1128,Gorakhpur Terracotta,Terracotta,370.39,13.9,1.13,1,3,39,0.94,0.791,1,हाथ से बनी मटकी,3309.4,5440.22
SIH-CRAFT-1129,Moradabad Brassware,Brass Craft,945.41,17.7,2.51,1,3,21,0.96,0.775,1,हाथ की ढलाई,3961.2,7096.42
SIH-CRAFT-1130,Jaipur Blue Pottery,Blue Pottery,286.62,1.2,1.06,0,1,0,0.309,0.064,0,हस्तशिल्प जार,70.92,630.56
SIH-CRAFT-1131,Kolhapuri Chappal & Leather,Leather Craft,354.0,14.2,0.42,1,2,21,0.961,0.866,1,हाथ की सिलाई,2927.8,4902.93
SIH-CRAFT-1132,Bastar Dhokra Bell Metal,Dhokra Art,1414.14,16.5,1.1,1,5,10,0.797,0.825,1,मोम की ढलाई कला,4275.0,8152.84
SIH-CRAFT-1133,Jaipur Blue Pottery,Blue Pottery,358.48,2.4,0.86,0,2,0,0.36,0.128,0,नीली मिट्टी का फूलदान,150.48,788.66
SIH-CRAFT-1134,Saharanpur Wood Carving,Wood Carving,735.34,16.9,3.52,1,2,23,0.944,0.711,1,शीशम की लकड़ी की जाली,3539.1,6242.99
SIH-CRAFT-1135,Kolhapuri Chappal & Leather,Leather Craft,854.86,12.3,1.1,1,1,3,0.731,0.87,1,कोल्हापुरी हाथ की चप्पल,2160.6,4543.37
SIH-CRAFT-1136,Varanasi Silk Handloom,Handloom Silk,1248.3,51.8,0.99,1,4,11,0.716,0.954,1,शुद्ध रेशमी साड़ी,13011.4,19723.09
SIH-CRAFT-1137,Gorakhpur Terracotta,Terracotta,297.21,9.7,2.63,1,1,29,0.877,0.878,1,टेराकोटा सुराही,2103.4,3713.32
SIH-CRAFT-1138,Saharanpur Wood Carving,Wood Carving,1056.94,10.3,1.91,1,3,21,0.87,0.842,1,लकड़ी का झरोखा,2385.3,5119.52
SIH-CRAFT-1139,Kutch Bandhani & Ajrakh,Bandhani,734.73,10.7,0.35,1,3,29,0.97,0.794,1,प्राकृतिक नील रंग,2639.2,5027.31
SIH-CRAFT-1140,Kutch Bandhani & Ajrakh,Bandhani,671.79,11.1,0.28,1,4,28,0.883,0.924,1,अजरख ब्लॉक प्रिंट,2839.8,5213.15
SIH-CRAFT-1141,Bastar Dhokra Bell Metal,Dhokra Art,1255.94,10.6,1.52,1,3,29,0.67,0.924,1,मोम की ढलाई कला,2830.6,5989.33
SIH-CRAFT-1142,Saharanpur Wood Carving,Wood Carving,1209.03,16.2,1.76,1,2,20,0.81,0.763,1,लकड़ी का झरोखा,3361.8,6643.12
SIH-CRAFT-1143,Gorakhpur Terracotta,Terracotta,272.94,9.3,1.0,1,2,10,0.963,0.878,1,हाथ से बनी मटकी,1861.2,3353.59
SIH-CRAFT-1144,Mithila Madhubani Painting,Madhubani,260.96,28.2,0.66,1,3,24,0.951,0.922,1,मिथिला पेंटिंग,6310.2,9343.57
SIH-CRAFT-1145,Gorakhpur Terracotta,Terracotta,258.63,5.2,0.97,1,4,17,0.746,0.747,1,हाथ से बनी मटकी,1336.6,2626.06
SIH-CRAFT-1146,Saharanpur Wood Carving,Wood Carving,952.95,12.0,0.85,1,2,36,0.684,0.815,1,हाथ से तराशा बॉक्स,2808.0,5549.78
SIH-CRAFT-1147,Gorakhpur Terracotta,Terracotta,240.44,5.5,2.82,1,2,5,0.74,0.736,1,धूपदानी,1087.0,2264.54
SIH-CRAFT-1148,Kutch Bandhani & Ajrakh,Bandhani,892.42,10.3,0.26,1,2,35,0.888,0.921,1,अजरख ब्लॉक प्रिंट,2523.2,5083.59
SIH-CRAFT-1149,Gorakhpur Terracotta,Terracotta,399.08,9.7,0.96,1,4,15,0.924,0.949,1,हाथ से बनी मटकी,2242.6,4038.77
SIH-CRAFT-1150,Kutch Bandhani & Ajrakh,Bandhani,318.75,10.4,0.34,1,3,39,0.806,0.784,1,कच्छी बंधेज दुपट्टा,2727.4,4584.8
SIH-CRAFT-1151,Varanasi Silk Handloom,Handloom Silk,876.12,5.6,1.13,0,1,3,0.106,0.224,0,जरी पल्लू,356.16,1927.46
SIH-CRAFT-1152,Saharanpur Wood Carving,Wood Carving,1114.58,16.9,2.94,1,2,28,0.904,0.83,1,हाथ से तराशा बॉक्स,3614.1,6856.22
SIH-CRAFT-1153,Zari Zardozi Embroidery,Zari Embroidery,776.14,13.6,0.74,0,2,9,0.835,0.76,1,सच्ची जरी कढ़ाई,2705.4,4700.08
SIH-CRAFT-1154,Zari Zardozi Embroidery,Zari Embroidery,598.4,25.4,0.63,0,3,6,0.903,0.773,1,सच्ची जरी कढ़ाई,5195.4,7821.63
SIH-CRAFT-1155,Saharanpur Wood Carving,Wood Carving,436.51,22.5,3.02,1,2,20,0.878,0.919,1,हाथ से तराशा बॉक्स,4552.5,7207.66
SIH-CRAFT-1156,Kolhapuri Chappal & Leather,Leather Craft,925.69,7.6,0.77,1,4,35,0.833,0.915,1,हाथ की सिलाई,2105.8,4565.01
SIH-CRAFT-1157,Jaipur Blue Pottery,Blue Pottery,233.65,1.1,0.88,0,1,1,0.282,0.093,0,नीली मिट्टी का फूलदान,65.01,514.03
SIH-CRAFT-1158,Bastar Dhokra Bell Metal,Dhokra Art,250.01,4.4,2.14,0,2,1,0.362,0.241,0,मोम की ढलाई कला,282.48,550.02
SIH-CRAFT-1159,Gorakhpur Terracotta,Terracotta,280.64,6.2,3.27,1,3,36,0.756,0.958,1,टेराकोटा सुराही,1755.2,3220.88
SIH-CRAFT-1160,Mithila Madhubani Painting,Madhubani,626.76,30.5,0.77,1,4,36,0.849,0.837,1,गोबर लीपा कैनवास,7341.5,11229.65
SIH-CRAFT-1161,Saharanpur Wood Carving,Wood Carving,448.05,4.0,1.3,0,2,0,0.211,0.113,0,हाथ से तराशा बॉक्स,226.8,985.71
SIH-CRAFT-1162,Jaipur Blue Pottery,Blue Pottery,141.23,2.4,1.04,0,1,4,0.261,0.083,0,हस्तशिल्प जार,141.84,310.71
SIH-CRAFT-1163,Bastar Dhokra Bell Metal,Dhokra Art,573.45,24.0,3.19,1,4,3,0.956,0.78,1,मोम की ढलाई कला,5757.0,9018.61
SIH-CRAFT-1164,Zari Zardozi Embroidery,Zari Embroidery,835.64,29.2,0.95,0,3,7,0.846,0.73,1,जरदोज़ी का काम,5974.2,9193.28
SIH-CRAFT-1165,Moradabad Brassware,Brass Craft,1276.39,10.5,3.85,1,5,24,0.84,0.947,1,हाथ की ढलाई,2775.0,5941.88
SIH-CRAFT-1166,Moradabad Brassware,Brass Craft,593.89,3.0,5.59,0,1,1,0.101,0.131,0,पीतल का नक्काशीदार दीया,163.8,1306.56
SIH-CRAFT-1167,Jaipur Blue Pottery,Blue Pottery,275.28,1.2,1.65,0,1,2,0.127,0.389,0,नीली मिट्टी का फूलदान,70.92,605.62
SIH-CRAFT-1168,Kolhapuri Chappal & Leather,Leather Craft,605.24,10.2,0.64,1,1,18,0.835,0.809,1,प्राकृतिक चमड़ा,2024.4,4022.51
SIH-CRAFT-1169,Bastar Dhokra Bell Metal,Dhokra Art,1422.51,17.0,1.01,1,5,16,0.965,0.974,1,मोम की ढलाई कला,4490.0,8454.39
SIH-CRAFT-1170,Mithila Madhubani Painting,Madhubani,558.27,21.7,0.65,1,5,10,0.834,0.826,1,प्राकृतिक रंग चित्र,5249.5,8312.99
SIH-CRAFT-1171,Mithila Madhubani Painting,Madhubani,451.13,21.1,0.57,1,5,30,0.721,0.862,1,गोबर लीपा कैनवास,5408.5,8383.0
SIH-CRAFT-1172,Kutch Bandhani & Ajrakh,Bandhani,1046.55,21.9,0.34,1,3,36,0.714,0.87,1,अजरख ब्लॉक प्रिंट,5051.4,8704.73
SIH-CRAFT-1173,Jaipur Blue Pottery,Blue Pottery,341.48,2.0,0.63,0,2,0,0.327,0.275,0,क्वार्ट्ज प्लेट,125.4,751.26
SIH-CRAFT-1174,Gorakhpur Terracotta,Terracotta,144.51,0.9,0.67,0,1,5,0.425,0.399,0,धूपदानी,46.44,317.92
SIH-CRAFT-1175,Bastar Dhokra Bell Metal,Dhokra Art,1324.93,24.2,2.27,1,3,5,0.772,0.878,1,बेल मेटल बैल,5544.2,9745.83
SIH-CRAFT-1176,Mithila Madhubani Painting,Madhubani,347.3,31.8,0.16,1,3,6,0.796,0.906,1,प्राकृतिक रंग चित्र,6799.8,10121.09
SIH-CRAFT-1177,Jaipur Blue Pottery,Blue Pottery,201.05,2.7,2.04,0,1,2,0.393,0.347,0,क्वार्ट्ज प्लेट,159.57,442.31
SIH-CRAFT-1178,Mithila Madhubani Painting,Madhubani,229.11,5.2,0.46,0,2,3,0.393,0.284,0,मिथिला पेंटिंग,310.44,504.04
SIH-CRAFT-1179,Varanasi Silk Handloom,Handloom Silk,2053.51,48.1,0.47,1,4,5,0.741,0.758,1,जरी पल्लू,12003.8,19449.87
SIH-CRAFT-1180,Mithila Madhubani Painting,Madhubani,713.17,34.4,0.32,1,5,25,0.689,0.835,1,मिथिला पेंटिंग,8459.0,12854.93
SIH-CRAFT-1181,Zari Zardozi Embroidery,Zari Embroidery,217.03,4.9,0.43,0,1,1,0.211,0.269,0,जरदोज़ी का काम,260.19,477.47
SIH-CRAFT-1182,Mithila Madhubani Painting,Madhubani,369.64,18.5,0.16,1,5,18,0.752,0.897,1,गोबर लीपा कैनवास,4617.5,7205.14
SIH-CRAFT-1183,Mithila Madhubani Painting,Madhubani,458.62,16.0,0.3,1,5,23,0.787,0.942,1,प्राकृतिक रंग चित्र,4105.0,6633.39
SIH-CRAFT-1184,Varanasi Silk Handloom,Handloom Silk,1578.34,46.7,0.61,1,4,25,0.841,0.801,1,जरी पल्लू,11956.6,18744.67
SIH-CRAFT-1185,Mithila Madhubani Painting,Madhubani,709.1,18.8,0.48,1,3,30,0.764,0.935,1,प्राकृतिक रंग चित्र,4416.8,7392.47
SIH-CRAFT-1186,Varanasi Silk Handloom,Handloom Silk,3127.53,40.3,0.99,1,4,8,0.819,0.761,1,शुद्ध रेशमी साड़ी,10114.4,18349.11
SIH-CRAFT-1187,Bastar Dhokra Bell Metal,Dhokra Art,1514.11,21.4,2.5,1,4,11,0.804,0.794,1,बेल मेटल बैल,5258.2,9615.12
SIH-CRAFT-1188,Kutch Bandhani & Ajrakh,Bandhani,1021.02,11.2,0.27,1,3,3,0.702,0.838,1,अजरख ब्लॉक प्रिंट,2352.2,5026.35
SIH-CRAFT-1189,Jaipur Blue Pottery,Blue Pottery,546.9,8.3,1.8,1,2,31,0.917,0.832,1,हस्तशिल्प जार,2199.7,4180.41
SIH-CRAFT-1190,Kutch Bandhani & Ajrakh,Bandhani,678.86,9.9,0.71,1,4,24,0.809,0.816,1,कच्छी बंधेज दुपट्टा,2518.2,4788.53
SIH-CRAFT-1191,Varanasi Silk Handloom,Handloom Silk,2971.99,38.3,0.74,1,4,39,0.782,0.708,1,शुद्ध रेशमी साड़ी,10083.4,18097.28
SIH-CRAFT-1192,Moradabad Brassware,Brass Craft,703.31,4.0,2.39,0,1,1,0.332,0.326,0,पीतल का नक्काशीदार दीया,218.4,1547.28
SIH-CRAFT-1193,Jaipur Blue Pottery,Blue Pottery,771.2,17.2,1.61,1,3,32,0.65,0.743,1,नीली मिट्टी का फूलदान,4281.2,7293.24
SIH-CRAFT-1194,Moradabad Brassware,Brass Craft,821.51,25.2,3.46,1,3,12,0.876,0.945,1,ब्रास पूजा थाली,5371.2,8832.66
SIH-CRAFT-1195,Gorakhpur Terracotta,Terracotta,253.41,8.2,2.56,1,2,33,0.871,0.941,1,टेराकोटा सुराही,2003.8,3519.73
SIH-CRAFT-1196,Jaipur Blue Pottery,Blue Pottery,525.1,19.1,1.48,1,4,21,0.921,0.912,1,क्वार्ट्ज प्लेट,4765.3,7614.54
SIH-CRAFT-1197,Zari Zardozi Embroidery,Zari Embroidery,525.24,22.2,0.82,0,2,17,0.942,0.752,1,जरदोज़ी का काम,4450.8,6717.65
SIH-CRAFT-1198,Saharanpur Wood Carving,Wood Carving,901.46,6.0,3.02,1,5,7,0.863,0.74,1,शीशम की लकड़ी की जाली,1455.0,3653.72
SIH-CRAFT-1199,Gorakhpur Terracotta,Terracotta,280.62,6.7,2.46,1,4,12,0.744,0.812,1,धूपदानी,1573.6,2975.7
SIH-CRAFT-1200,Gorakhpur Terracotta,Terracotta,436.51,5.0,1.69,1,1,32,0.916,0.8,1,माटी का घड़ा,1340.0,2870.79
